muni_code;dengue_pattern
2928802;Epidêmico
2928901;Episódico/Epidêmico
2928950;Episódico/Epidêmico
2929008;Episódico
2929057;Episódico/Epidêmico
2929107;Episódico
2929206;Episódico/Epidêmico
2929255;Episódico/Epidêmico
2929305;Episódico/Epidêmico
2929354;Episódico/Epidêmico
2929370;Episódico
2929404;Episódico
2929503;Episódico/Epidêmico
2929602;Episódico/Epidêmico
2929701;Episódico
2929750;Episódico
2929800;Episódico
2929909;Episódico/Epidêmico
2930006;Episódico/Epidêmico
2930105;Episódico/Epidêmico
2930154;Episódico/Epidêmico
2930204;Episódico/Epidêmico
2930303;Episódico/Epidêmico
2930402;Episódico
2930501;Episódico/Epidêmico
2930600;Episódico/Epidêmico
2930709;Epidêmico
2930758;Episódico/Epidêmico
2930766;Episódico
2930774;Episódico/Epidêmico
2930808;Episódico/Epidêmico
2930907;Episódico
2931004;Episódico/Epidêmico
2931053;Episódico/Epidêmico
2931103;Episódico/Epidêmico
2931202;Episódico/Epidêmico
2931301;Episódico/Epidêmico
2931350;Epidêmico
2931400;Episódico/Epidêmico
2931509;Episódico
2931608;Episódico/Epidêmico
2931707;Episódico/Epidêmico
2931806;Episódico/Epidêmico
2931905;Episódico/Epidêmico
2932002;Episódico/Epidêmico
2932101;Episódico
2932200;Episódico/Epidêmico
2932309;Episódico
2932408;Episódico/Epidêmico
2932457;Episódico/Epidêmico
2932507;Episódico/Epidêmico
2932606;Episódico/Epidêmico
2932705;Episódico/Epidêmico
2932804;Episódico/Epidêmico
2932903;Episódico/Epidêmico
2933000;Episódico/Epidêmico
2933059;Episódico
2933109;Episódico
2933158;Episódico/Epidêmico
2933174;Episódico
2933208;Episódico/Epidêmico
2933257;Episódico
2933307;Epidêmico
2933406;Episódico/Epidêmico
2933455;Episódico
2933505;Episódico/Epidêmico
2933604;Episódico/Epidêmico
3100104;Episódico/Epidêmico
3100203;Episódico/Epidêmico
3100302;Episódico/Epidêmico
3100401;Episódico/Epidêmico
3100500;Episódico/Epidêmico
3100609;Episódico/Epidêmico
3100708;Episódico/Epidêmico
3100807;Episódico/Epidêmico
3100906;Episódico/Epidêmico
3101003;Episódico
3101102;Episódico/Epidêmico
3101201;Sem transmissão
3101300;Episódico
3101409;Sem transmissão
3101508;Episódico/Epidêmico
3101607;Epidêmico
3101631;Episódico
3101706;Episódico/Epidêmico
3101805;Episódico
3101904;Episódico/Epidêmico
3102001;Episódico/Epidêmico
3102050;Episódico
3102100;Episódico
3102209;Episódico/Epidêmico
3102308;Episódico/Epidêmico
3102407;Episódico
3102506;Episódico
3102605;Episódico/Epidêmico
3102704;Episódico/Epidêmico
3102803;Episódico
3102852;Episódico
3102902;Episódico
3103009;Episódico/Epidêmico
3103108;Episódico
3103207;Episódico
3103306;Episódico
3103405;Epidêmico
3103504;Epidêmico
3103603;Episódico
3103702;Episódico
3103751;Epidêmico
3103801;Episódico
3103900;Episódico/Epidêmico
3104007;Epidêmico
3104106;Episódico/Epidêmico
3104205;Epidêmico
3104304;Episódico/Epidêmico
3104403;Episódico
3104452;Episódico
3104502;Episódico/Epidêmico
3104601;Episódico/Epidêmico
3104700;Episódico/Epidêmico
3104809;Episódico/Epidêmico
3104908;Episódico/Epidêmico
3105004;Episódico
3105103;Episódico/Epidêmico
3105202;Episódico
3105301;Episódico
3105400;Epidêmico
3105509;Episódico
3105608;Episódico/Epidêmico
3105707;Episódico
3105905;Episódico/Epidêmico
3106002;Episódico/Epidêmico
3106101;Episódico
3106200;Transmissão Persistente
3106309;Episódico/Epidêmico
3106408;Episódico/Epidêmico
3106507;Episódico/Epidêmico
3106606;Episódico
3106655;Episódico
3106705;Transmissão Persistente
3106804;Sem transmissão
3106903;Episódico/Epidêmico
3107000;Episódico/Epidêmico
3107109;Episódico/Epidêmico
3107208;Sem transmissão
3107307;Epidêmico
3107406;Epidêmico
3107505;Episódico
3107604;Episódico/Epidêmico
3107703;Episódico
3107802;Episódico/Epidêmico
3107901;Episódico
3108008;Episódico/Epidêmico
3108107;Episódico/Epidêmico
3108206;Episódico/Epidêmico
3108255;Episódico/Epidêmico
3108305;Episódico/Epidêmico
3108404;Episódico/Epidêmico
3108503;Episódico
3108552;Episódico/Epidêmico
3108602;Episódico/Epidêmico
3108701;Episódico
3108800;Episódico/Epidêmico
3108909;Episódico/Epidêmico
3109006;Epidêmico
3109105;Episódico
3109204;Episódico/Epidêmico
3109253;Episódico/Epidêmico
3109303;Epidêmico
3109402;Episódico/Epidêmico
3109451;Episódico/Epidêmico
3109501;Episódico
3109600;Episódico/Epidêmico
3109709;Episódico/Epidêmico
3109808;Episódico/Epidêmico
3109907;Episódico/Epidêmico
3110004;Episódico/Epidêmico
3110103;Episódico
3110202;Episódico/Epidêmico
3110301;Episódico
3110400;Episódico
3110509;Episódico
3110608;Episódico
3110707;Episódico
3110806;Episódico/Epidêmico
3110905;Episódico/Epidêmico
3111002;Episódico
3111101;Episódico/Epidêmico
3111150;Episódico/Epidêmico
3111200;Episódico/Epidêmico
3111309;Episódico
3111408;Episódico/Epidêmico
3111507;Episódico/Epidêmico
3111606;Episódico/Epidêmico
3111705;Episódico
3111804;Episódico/Epidêmico
3111903;Episódico/Epidêmico
3112000;Episódico/Epidêmico
3112059;Episódico
3112109;Episódico
3112208;Episódico
3112307;Episódico/Epidêmico
3112406;Episódico/Epidêmico
3112505;Episódico/Epidêmico
3112604;Epidêmico
3112653;Episódico/Epidêmico
3112703;Episódico/Epidêmico
3112802;Epidêmico
3112901;Episódico
3113008;Episódico/Epidêmico
3113107;Sem transmissão
3113206;Episódico/Epidêmico
3113305;Episódico/Epidêmico
3113404;Episódico/Epidêmico
3113503;Episódico/Epidêmico
3113602;Episódico
3113701;Episódico/Epidêmico
3113800;Episódico
3113909;Episódico
3114006;Episódico/Epidêmico
3114105;Episódico
3114204;Episódico/Epidêmico
3114303;Episódico/Epidêmico
3114402;Episódico/Epidêmico
3114501;Episódico/Epidêmico
3114550;Episódico/Epidêmico
3114600;Episódico
3114709;Episódico/Epidêmico
3114808;Episódico
3114907;Episódico
3115003;Episódico
3115102;Epidêmico
3115201;Episódico
3115300;Epidêmico
3115359;Episódico
3115409;Episódico
3115458;Episódico/Epidêmico
3115474;Episódico/Epidêmico
3115508;Episódico/Epidêmico
3115607;Episódico
3115706;Episódico/Epidêmico
3115805;Episódico/Epidêmico
3115904;Episódico/Epidêmico
3116001;Episódico/Epidêmico
3116100;Episódico/Epidêmico
3116159;Epidêmico
3116209;Episódico
3116308;Episódico
3116407;Episódico/Epidêmico
3116506;Episódico/Epidêmico
3116605;Episódico/Epidêmico
3116704;Episódico
3116803;Episódico/Epidêmico
3116902;Episódico/Epidêmico
3117009;Episódico
3117108;Episódico/Epidêmico
3117207;Episódico
3117306;Epidêmico
3117405;Episódico
3117504;Epidêmico
3117603;Episódico/Epidêmico
3117702;Episódico
3117801;Episódico/Epidêmico
3117836;Sem transmissão
3117876;Episódico/Epidêmico
3117900;Episódico/Epidêmico
3118007;Episódico/Epidêmico
3118106;Episódico
3118205;Episódico/Epidêmico
3118304;Epidêmico
3118403;Episódico/Epidêmico
3118502;Sem transmissão
3118601;Transmissão Persistente
3118700;Episódico
3118809;Episódico/Epidêmico
3118908;Episódico/Epidêmico
3119005;Episódico
3119104;Episódico/Epidêmico
3119203;Episódico/Epidêmico
3119302;Episódico/Epidêmico
3119401;Epidêmico
3119500;Episódico
3119609;Episódico
3119708;Episódico
3119807;Episódico
3119906;Episódico
3119955;Episódico/Epidêmico
3120003;Episódico
3120102;Episódico/Epidêmico
3120151;Episódico
3120201;Episódico/Epidêmico
3120300;Episódico
3120409;Episódico
3120508;Episódico
3120607;Episódico/Epidêmico
3120706;Episódico/Epidêmico
3120805;Episódico/Epidêmico
3120839;Episódico/Epidêmico
3120870;Episódico
3120904;Epidêmico
3121001;Episódico/Epidêmico
3121100;Episódico
3121209;Episódico/Epidêmico
3121258;Episódico/Epidêmico
3121308;Episódico/Epidêmico
3121407;Episódico
3121506;Episódico
3121605;Episódico/Epidêmico
3121704;Episódico
3121803;Episódico/Epidêmico
3121902;Episódico
3122009;Episódico/Epidêmico
3122108;Episódico/Epidêmico
3122207;Episódico/Epidêmico
3122306;Epidêmico
3122355;Episódico
3122405;Episódico/Epidêmico
3122454;Episódico/Epidêmico
3122470;Episódico/Epidêmico
3122504;Episódico
3122603;Episódico
3122702;Episódico
3122801;Episódico
3122900;Episódico/Epidêmico
3123007;Episódico
3123106;Episódico
3123205;Episódico/Epidêmico
3123304;Episódico
3123403;Episódico/Epidêmico
3123502;Episódico/Epidêmico
3123528;Episódico
3123601;Episódico
3123700;Episódico/Epidêmico
3123809;Episódico/Epidêmico
3123858;Episódico/Epidêmico
3123908;Episódico/Epidêmico
3124005;Episódico
3124104;Epidêmico
3124203;Episódico/Epidêmico
3124302;Episódico/Epidêmico
3124401;Sem transmissão
3124500;Episódico
3124609;Episódico
3124708;Episódico/Epidêmico
3124807;Episódico/Epidêmico
3124906;Episódico/Epidêmico
3125002;Episódico
3125101;Episódico
3125200;Episódico
3125309;Episódico
3125408;Episódico
3125507;Episódico
3125606;Episódico/Epidêmico
3125705;Epidêmico
3125804;Episódico
3125903;Episódico/Epidêmico
3125952;Episódico
3126000;Episódico
3126109;Epidêmico
3126208;Episódico/Epidêmico
3126307;Episódico/Epidêmico
3126406;Episódico/Epidêmico
3126505;Episódico/Epidêmico
3126604;Episódico/Epidêmico
3126703;Episódico/Epidêmico
3126752;Episódico/Epidêmico
3126802;Episódico/Epidêmico
3126901;Episódico
3126950;Episódico
3127008;Episódico/Epidêmico
3127057;Episódico/Epidêmico
3127073;Episódico/Epidêmico
3127107;Epidêmico
3127206;Episódico/Epidêmico
3127305;Episódico/Epidêmico
3127339;Episódico/Epidêmico
3127354;Episódico/Epidêmico
3127370;Episódico
3127388;Episódico
3127404;Episódico
3127503;Episódico/Epidêmico
3127602;Episódico/Epidêmico
3127701;Epidêmico
3127800;Episódico
3127909;Episódico/Epidêmico
3128006;Episódico/Epidêmico
3128105;Episódico/Epidêmico
3128204;Episódico
3128253;Episódico/Epidêmico
3128303;Episódico/Epidêmico
3128402;Episódico/Epidêmico
3128501;Episódico/Epidêmico
3128600;Episódico/Epidêmico
3128709;Episódico/Epidêmico
3128808;Episódico/Epidêmico
3128907;Episódico/Epidêmico
3129004;Episódico/Epidêmico
3129103;Episódico/Epidêmico
3129202;Episódico
3129301;Episódico
3129400;Episódico
3129509;Epidêmico
3129608;Episódico/Epidêmico
3129657;Episódico/Epidêmico
3129707;Episódico/Epidêmico
3129806;Epidêmico
3129905;Episódico
3130002;Episódico
3130051;Episódico/Epidêmico
3130101;Episódico/Epidêmico
3130200;Episódico/Epidêmico
3130309;Episódico/Epidêmico
3130408;Episódico/Epidêmico
3130507;Episódico/Epidêmico
3130556;Episódico/Epidêmico
3130606;Episódico/Epidêmico
3130655;Episódico
3130705;Episódico/Epidêmico
3130804;Episódico
3130903;Episódico/Epidêmico
3131000;Episódico/Epidêmico
3131109;Episódico/Epidêmico
3131158;Episódico/Epidêmico
3131208;Episódico/Epidêmico
3131307;Epidêmico
3131406;Episódico/Epidêmico
3131505;Episódico
3131604;Episódico/Epidêmico
3131703;Epidêmico
3131802;Episódico/Epidêmico
3131901;Episódico/Epidêmico
3132008;Episódico
3132107;Episódico/Epidêmico
3132206;Episódico/Epidêmico
3132305;Episódico/Epidêmico
3132404;Epidêmico
3132503;Episódico/Epidêmico
3132602;Episódico/Epidêmico
3132701;Episódico/Epidêmico
3132800;Sem transmissão
3132909;Episódico/Epidêmico
3133006;Episódico/Epidêmico
3133105;Episódico/Epidêmico
3133204;Episódico
3133303;Episódico/Epidêmico
3133402;Epidêmico
3133501;Episódico/Epidêmico
3133600;Episódico
3133709;Episódico/Epidêmico
3133758;Episódico/Epidêmico
3133808;Episódico/Epidêmico
3133907;Episódico
3134004;Episódico/Epidêmico
3134103;Episódico/Epidêmico
3134202;Epidêmico
3134301;Episódico
3134400;Epidêmico
3134509;Episódico
3134608;Episódico/Epidêmico
3134707;Episódico/Epidêmico
3134806;Episódico/Epidêmico
3134905;Episódico/Epidêmico
3135001;Episódico
3135050;Episódico/Epidêmico
3135076;Episódico
3135100;Epidêmico
3135209;Episódico/Epidêmico
3135308;Episódico
3135357;Episódico/Epidêmico
3135407;Episódico
3135456;Episódico/Epidêmico
3135506;Episódico/Epidêmico
3135605;Episódico/Epidêmico
3135704;Episódico
3135803;Episódico/Epidêmico
3135902;Episódico
3136009;Episódico
3136108;Episódico/Epidêmico
3136207;Episódico/Epidêmico
3136306;Epidêmico
3136405;Episódico/Epidêmico
3136504;Episódico
3136520;Episódico
3136553;Episódico/Epidêmico
3136579;Episódico
3136603;Episódico/Epidêmico
3136652;Episódico/Epidêmico
3136702;Epidêmico
3136801;Episódico
3136900;Episódico/Epidêmico
3136959;Episódico/Epidêmico
3137007;Episódico
3137106;Episódico/Epidêmico
3137205;Epidêmico
3137304;Episódico
3137403;Episódico/Epidêmico
3137502;Episódico/Epidêmico
3137536;Epidêmico
3137601;Epidêmico
3137700;Episódico/Epidêmico
3137809;Episódico
3137908;Episódico
3138005;Episódico/Epidêmico
3138104;Episódico/Epidêmico
3138203;Episódico/Epidêmico
3138302;Episódico/Epidêmico
3138351;Episódico/Epidêmico
3138401;Episódico/Epidêmico
3138500;Episódico
3138609;Episódico/Epidêmico
3138625;Epidêmico
3138658;Episódico/Epidêmico
3138674;Episódico
3138682;Episódico/Epidêmico
3138708;Episódico
3138807;Episódico/Epidêmico
3138906;Episódico/Epidêmico
3139003;Episódico/Epidêmico
3139102;Episódico
3139201;Episódico/Epidêmico
3139250;Episódico/Epidêmico
3139300;Episódico/Epidêmico
3139409;Epidêmico
3139508;Episódico/Epidêmico
3139607;Episódico/Epidêmico
3139706;Episódico/Epidêmico
3139805;Episódico/Epidêmico
3139904;Episódico
3140001;Episódico/Epidêmico
3140100;Episódico/Epidêmico
3140159;Episódico/Epidêmico
3140209;Episódico
3140308;Episódico/Epidêmico
3140407;Episódico
3140506;Episódico/Epidêmico
3140530;Episódico
3140555;Episódico/Epidêmico
3140605;Episódico
3140704;Episódico/Epidêmico
3140803;Episódico/Epidêmico
3140852;Episódico/Epidêmico
3140902;Episódico
3141009;Episódico/Epidêmico
3141108;Episódico/Epidêmico
3141207;Episódico/Epidêmico
3141306;Episódico
3141405;Episódico/Epidêmico
3141504;Episódico
3141603;Episódico
3141702;Episódico/Epidêmico
3141801;Episódico/Epidêmico
3141900;Episódico
3142007;Episódico/Epidêmico
3142106;Episódico/Epidêmico
3142205;Episódico/Epidêmico
3142254;Episódico/Epidêmico
3142304;Episódico/Epidêmico
3142403;Episódico
3142502;Episódico/Epidêmico
3142601;Episódico/Epidêmico
3142700;Epidêmico
3142809;Episódico/Epidêmico
3142908;Episódico/Epidêmico
3143005;Episódico/Epidêmico
3143104;Epidêmico
3143153;Episódico
3143203;Episódico/Epidêmico
3143302;Transmissão Persistente
3143401;Episódico/Epidêmico
3143450;Episódico
3143500;Epidêmico
3143609;Episódico/Epidêmico
3143708;Episódico
3143807;Episódico
3143906;Epidêmico
3144003;Episódico/Epidêmico
3144102;Episódico/Epidêmico
3144201;Episódico
3144300;Episódico/Epidêmico
3144359;Episódico/Epidêmico
3144375;Episódico/Epidêmico
3144409;Episódico
3144508;Episódico/Epidêmico
3144607;Episódico/Epidêmico
3144656;Episódico
3144672;Episódico
3144706;Episódico/Epidêmico
3144805;Epidêmico
3144904;Episódico/Epidêmico
3145000;Episódico/Epidêmico
3145059;Episódico/Epidêmico
3145109;Episódico
3145208;Epidêmico
3145307;Episódico/Epidêmico
3145356;Episódico/Epidêmico
3145372;Episódico
3145406;Episódico
3145455;Episódico/Epidêmico
3145505;Episódico
3145604;Episódico/Epidêmico
3145703;Episódico
3145802;Episódico/Epidêmico
3145851;Episódico
3145877;Episódico
3145901;Episódico/Epidêmico
3146008;Episódico/Epidêmico
3146107;Episódico/Epidêmico
3146206;Episódico/Epidêmico
3146255;Episódico/Epidêmico
3146305;Episódico/Epidêmico
3146404;Episódico/Epidêmico
3146503;Episódico/Epidêmico
3146552;Episódico/Epidêmico
3146602;Episódico
3146701;Episódico/Epidêmico
3146750;Episódico
3146909;Episódico/Epidêmico
3147006;Epidêmico
3147105;Epidêmico
3147204;Episódico/Epidêmico
3147303;Episódico/Epidêmico
3147402;Epidêmico
3147501;Episódico
3147600;Episódico/Epidêmico
3147709;Episódico/Epidêmico
3147808;Episódico
3147907;Epidêmico
3147956;Episódico
3148004;Epidêmico
3148103;Epidêmico
3148202;Episódico
3148301;Episódico
3148400;Episódico
3148509;Episódico
3148608;Episódico/Epidêmico
3148707;Episódico/Epidêmico
3148756;Episódico
3148806;Episódico/Epidêmico
3148905;Episódico/Epidêmico
3149002;Episódico
3149101;Episódico
3149150;Episódico
3149200;Episódico/Epidêmico
3149309;Epidêmico
3149408;Episódico
3149507;Episódico/Epidêmico
3149606;Episódico/Epidêmico
3149705;Episódico/Epidêmico
3149804;Episódico/Epidêmico
3149903;Episódico/Epidêmico
3149952;Episódico
3150000;Episódico/Epidêmico
3150109;Episódico/Epidêmico
3150158;Episódico/Epidêmico
3150208;Episódico
3150307;Episódico
3150406;Episódico
3150505;Episódico/Epidêmico
3150539;Episódico/Epidêmico
3150570;Episódico
3150604;Episódico
3150703;Epidêmico
3150802;Episódico
3150901;Episódico
3151008;Episódico
3151107;Episódico/Epidêmico
3151206;Episódico/Epidêmico
3151305;Episódico/Epidêmico
3151404;Episódico/Epidêmico
3151503;Epidêmico
3151602;Epidêmico
3151701;Episódico
3151800;Episódico/Epidêmico
3151909;Episódico/Epidêmico
3152006;Episódico/Epidêmico
3152105;Epidêmico
3152131;Sem transmissão
3152170;Episódico/Epidêmico
3152204;Epidêmico
3152303;Episódico
3152402;Episódico/Epidêmico
3152501;Episódico/Epidêmico
3152600;Episódico
3152709;Episódico/Epidêmico
3152808;Epidêmico
3152907;Episódico/Epidêmico
3153004;Episódico/Epidêmico
3153103;Episódico
3153202;Episódico/Epidêmico
3153301;Episódico
3153400;Episódico/Epidêmico
3153509;Episódico/Epidêmico
3153608;Episódico/Epidêmico
3153707;Episódico/Epidêmico
3153806;Episódico
3153905;Episódico/Epidêmico
3154002;Episódico/Epidêmico
3154101;Episódico/Epidêmico
3154150;Episódico
3154200;Episódico
3154309;Episódico/Epidêmico
3154408;Sem transmissão
3154457;Episódico/Epidêmico
3154507;Episódico/Epidêmico
3154606;Epidêmico
3154705;Episódico/Epidêmico
3154804;Episódico/Epidêmico
3154903;Episódico/Epidêmico
3155009;Episódico
3155108;Episódico/Epidêmico
3155207;Episódico
3155306;Episódico/Epidêmico
3155405;Episódico/Epidêmico
3155504;Episódico/Epidêmico
3155603;Episódico/Epidêmico
3155702;Episódico/Epidêmico
3155801;Episódico/Epidêmico
3155900;Episódico
3156007;Episódico
3156106;Episódico/Epidêmico
3156205;Episódico
3156304;Episódico/Epidêmico
3156403;Episódico/Epidêmico
3156452;Episódico
3156502;Episódico/Epidêmico
3156601;Episódico
3156700;Epidêmico
3156809;Episódico/Epidêmico
3156908;Epidêmico
3157005;Episódico/Epidêmico
3157104;Episódico/Epidêmico
3157203;Episódico/Epidêmico
3157252;Episódico
3157278;Episódico
3157302;Episódico
3157336;Episódico/Epidêmico
3157377;Episódico/Epidêmico
3157401;Episódico
3157500;Episódico
3157609;Episódico/Epidêmico
3157658;Episódico/Epidêmico
3157708;Episódico/Epidêmico
3157807;Epidêmico
3157906;Episódico
3158003;Episódico
3158102;Episódico
3158201;Episódico/Epidêmico
3158300;Episódico/Epidêmico
3158409;Episódico/Epidêmico
3158508;Episódico/Epidêmico
3158607;Episódico
3158706;Sem transmissão
3158805;Episódico
3158904;Episódico/Epidêmico
3158953;Episódico/Epidêmico
3159001;Episódico/Epidêmico
3159100;Episódico
3159209;Episódico
3159308;Episódico
3159357;Episódico
3159407;Sem transmissão
3159506;Episódico
3159605;Episódico/Epidêmico
3159704;Episódico/Epidêmico
3159803;Epidêmico
3159902;Episódico/Epidêmico
3160009;Episódico
3160108;Episódico/Epidêmico
3160207;Episódico/Epidêmico
3160306;Episódico/Epidêmico
3160405;Epidêmico
3160454;Episódico
3160504;Sem transmissão
3160603;Episódico
3160702;Episódico/Epidêmico
3160801;Sem transmissão
3160900;Episódico
3160959;Episódico
3161007;Episódico
3161056;Episódico
3161106;Episódico/Epidêmico
3161205;Episódico
3161304;Episódico/Epidêmico
3161403;Episódico
3161502;Episódico/Epidêmico
3161601;Episódico
3161650;Episódico
3161700;Episódico/Epidêmico
3161809;Episódico/Epidêmico
3161908;Epidêmico
3162005;Episódico/Epidêmico
3162104;Episódico/Epidêmico
3162203;Episódico/Epidêmico
3162252;Episódico/Epidêmico
3162302;Episódico
3162401;Episódico/Epidêmico
3162450;Episódico/Epidêmico
3162500;Epidêmico
3162559;Episódico
3162575;Episódico/Epidêmico
3162609;Episódico
3162658;Episódico/Epidêmico
3162708;Episódico/Epidêmico
3162807;Episódico
3162906;Episódico/Epidêmico
3162922;Episódico/Epidêmico
3162948;Episódico/Epidêmico
3162955;Episódico/Epidêmico
3163003;Episódico/Epidêmico
3163102;Episódico/Epidêmico
3163201;Episódico
3163300;Episódico
3163409;Episódico/Epidêmico
3163508;Episódico
3163607;Episódico
3163706;Episódico/Epidêmico
3163805;Episódico
3163904;Episódico/Epidêmico
3164001;Episódico/Epidêmico
3164100;Episódico
3164209;Episódico
3164308;Episódico/Epidêmico
3164407;Episódico
3164431;Episódico
3164472;Episódico
3164506;Episódico
3164605;Episódico/Epidêmico
3164704;Epidêmico
3164803;Sem transmissão
3164902;Episódico
3165008;Episódico/Epidêmico
3165107;Episódico/Epidêmico
3165206;Episódico
3165305;Episódico
3165404;Episódico
3165503;Episódico
3165537;Epidêmico
3165552;Episódico/Epidêmico
3165560;Episódico
3165578;Episódico
3165602;Episódico
3165701;Episódico/Epidêmico
3165800;Episódico
3165909;Episódico/Epidêmico
3166006;Episódico
3166105;Episódico
3166204;Episódico
3166303;Episódico
3166402;Episódico
3166501;Episódico
3166600;Episódico/Epidêmico
3166709;Episódico/Epidêmico
3166808;Episódico/Epidêmico
3166907;Episódico/Epidêmico
3166956;Episódico/Epidêmico
3167004;Episódico
3167103;Episódico/Epidêmico
3167202;Epidêmico
3167301;Episódico
3167400;Episódico
3167509;Episódico
3167608;Episódico/Epidêmico
3167707;Episódico/Epidêmico
3167806;Episódico
3167905;Episódico/Epidêmico
3168002;Episódico/Epidêmico
3168051;Episódico/Epidêmico
3168101;Episódico
3168200;Episódico
3168309;Episódico/Epidêmico
3168408;Episódico
3168507;Episódico/Epidêmico
3168606;Epidêmico
3168705;Epidêmico
3168804;Episódico
3168903;Episódico/Epidêmico
3169000;Epidêmico
3169059;Episódico
3169109;Episódico
3169208;Episódico/Epidêmico
3169307;Episódico/Epidêmico
3169356;Epidêmico
3169406;Episódico/Epidêmico
3169505;Episódico/Epidêmico
3169604;Episódico/Epidêmico
3169703;Epidêmico
3169802;Episódico
3169901;Epidêmico
3170008;Episódico/Epidêmico
3170057;Episódico/Epidêmico
3170107;Transmissão Persistente
3170206;Transmissão Persistente
3170305;Episódico
3170404;Epidêmico
3170438;Episódico/Epidêmico
3170479;Episódico/Epidêmico
3170503;Episódico
3170529;Episódico/Epidêmico
3170578;Episódico/Epidêmico
3170602;Episódico/Epidêmico
3170651;Episódico
3170701;Epidêmico
3170750;Episódico/Epidêmico
3170800;Epidêmico
3170909;Episódico/Epidêmico
3171006;Episódico/Epidêmico
3171030;Episódico/Epidêmico
3171071;Episódico
3171105;Episódico/Epidêmico
3171154;Episódico
3171204;Epidêmico
3171303;Episódico/Epidêmico
3171402;Episódico
3171501;Episódico
3171600;Episódico/Epidêmico
3171709;Episódico
3171808;Episódico
3171907;Episódico
3172004;Epidêmico
3172103;Episódico/Epidêmico
3172202;Episódico
3200102;Epidêmico
3200136;Episódico/Epidêmico
3200169;Episódico/Epidêmico
3200201;Episódico/Epidêmico
3200300;Episódico/Epidêmico
3200359;Episódico/Epidêmico
3200409;Episódico/Epidêmico
3200508;Episódico/Epidêmico
3200607;Epidêmico
3200706;Episódico/Epidêmico
3200805;Episódico/Epidêmico
3200904;Epidêmico
3201001;Episódico/Epidêmico
3201100;Episódico/Epidêmico
3201159;Episódico/Epidêmico
3201209;Epidêmico
3201308;Epidêmico
3201407;Epidêmico
3201506;Epidêmico
3201605;Episódico/Epidêmico
3201704;Episódico/Epidêmico
3201803;Episódico
3201902;Episódico/Epidêmico
3202009;Episódico
3202108;Episódico/Epidêmico
3202207;Episódico/Epidêmico
3202256;Episódico
3202306;Episódico/Epidêmico
3202405;Epidêmico
3202454;Episódico/Epidêmico
3202504;Episódico/Epidêmico
3202553;Episódico
3202603;Episódico/Epidêmico
3202652;Episódico/Epidêmico
3202702;Epidêmico
3202801;Epidêmico
3202900;Episódico/Epidêmico
3203007;Episódico/Epidêmico
3203056;Epidêmico
3203106;Episódico/Epidêmico
3203130;Episódico/Epidêmico
3203163;Episódico/Epidêmico
3203205;Epidêmico
3203304;Episódico/Epidêmico
3203320;Episódico/Epidêmico
3203346;Episódico/Epidêmico
3203353;Episódico/Epidêmico
3203403;Episódico/Epidêmico
3203502;Episódico/Epidêmico
3203601;Episódico/Epidêmico
3203700;Episódico/Epidêmico
3203809;Episódico/Epidêmico
3203908;Epidêmico
3204005;Episódico/Epidêmico
3204054;Epidêmico
3204104;Episódico/Epidêmico
3204203;Episódico/Epidêmico
3204252;Episódico/Epidêmico
3204302;Episódico/Epidêmico
3204351;Episódico/Epidêmico
3204401;Episódico/Epidêmico
3204500;Episódico
3204559;Episódico/Epidêmico
3204609;Epidêmico
3204658;Episódico/Epidêmico
3204708;Epidêmico
3204807;Episódico/Epidêmico
3204906;Epidêmico
3204955;Episódico/Epidêmico
3205002;Transmissão Persistente
3205010;Epidêmico
3205036;Episódico/Epidêmico
3205069;Episódico/Epidêmico
3205101;Epidêmico
3205150;Episódico/Epidêmico
3205176;Episódico/Epidêmico
3205200;Epidêmico
3205309;Transmissão Persistente
3300100;Epidêmico
3300159;Episódico/Epidêmico
3300209;Episódico/Epidêmico
3300225;Episódico
3300233;Episódico/Epidêmico
3300258;Episódico/Epidêmico
3300308;Episódico/Epidêmico
3300407;Episódico/Epidêmico
3300456;Epidêmico
3300506;Episódico
3300605;Episódico/Epidêmico
3300704;Epidêmico
3300803;Episódico/Epidêmico
3300902;Episódico
3300936;Episódico/Epidêmico
3300951;Episódico
3301009;Epidêmico
3301108;Episódico/Epidêmico
3301157;Episódico/Epidêmico
3301207;Episódico/Epidêmico
3301306;Episódico/Epidêmico
3301405;Episódico/Epidêmico
3301504;Episódico/Epidêmico
3301603;Episódico
3301702;Epidêmico
3301801;Episódico/Epidêmico
3301850;Episódico/Epidêmico
3301876;Epidêmico
3301900;Epidêmico
3302007;Episódico/Epidêmico
3302056;Episódico/Epidêmico
3302106;Episódico/Epidêmico
3302205;Epidêmico
3302254;Episódico/Epidêmico
3302270;Episódico/Epidêmico
3302304;Episódico
3302403;Epidêmico
3302452;Episódico
3302502;Episódico/Epidêmico
3302601;Episódico/Epidêmico
3302700;Epidêmico
3302809;Episódico
3302858;Episódico/Epidêmico
3302908;Episódico/Epidêmico
3303005;Episódico/Epidêmico
3303104;Episódico/Epidêmico
3303203;Episódico/Epidêmico
3303302;Epidêmico
3303401;Epidêmico
3303500;Epidêmico
3303609;Episódico/Epidêmico
3303708;Episódico/Epidêmico
3303807;Epidêmico
3303856;Episódico/Epidêmico
3303906;Episódico/Epidêmico
3303955;Episódico/Epidêmico
3304003;Epidêmico
3304102;Episódico/Epidêmico
3304110;Episódico/Epidêmico
3304128;Episódico/Epidêmico
